name,bus0,bus1,type,s_nom,length,num_parallel,i_th_max_a,frequency,length_m,r_ohmkm,x_ohmkm,from_relation,operator,wkt_srid_4326,ref,wires,voltage,c_nfkm,osm_name,cables
636,415,414,Al/St 240/40 2-bundle 220.0,495.366530965,3.107,1.0,,,3107.0,,,3947501.0,,"SRID=4326;LINESTRING(9.49151079250535 53.6580982806881,9.48789502699389 53.6365577623199)",,2.0,220000.0,,,3.0
637,405,362,Al/St 240/40 4-bundle 380.0,855.633098939,23.657,0.5,,,23657.0,,,3948321.0,,"SRID=4326;LINESTRING(7.75259055668336 47.5391330214816,8.04936352422006 47.550881853478)",,2.0,380000.0,,Asphard - Laufenburg,3.0
638,416,362,Al/St 240/40 4-bundle 380.0,855.633098939,48.408,0.5,,,48408.0,,,3948325.0,,"SRID=4326;LINESTRING(7.47226685748746 47.6466103447741,8.04936352422006 47.550881853478)",,2.0,380000.0,,Sierentz (FR) - Laufenburg (CH),3.0
639,328,417,Al/St 240/40 2-bundle 220.0,495.366530965,36.61,1.0,,,36610.0,,,3948357.0,,"SRID=4326;LINESTRING(13.0818771201792 48.2565212405017,13.4428541936116 48.4345463643775)",235,2.0,220000.0,,,3.0
640,328,417,Al/St 240/40 2-bundle 220.0,495.366530965,36.533,1.0,,,36533.0,,,3948358.0,,"SRID=4326;LINESTRING(13.0818771201792 48.2565212405017,13.4428541936116 48.4345463643775)",236,2.0,220000.0,,,3.0
641,418,417,Al/St 240/40 2-bundle 220.0,495.366530965,24.409,1.0,,,24409.0,,,3948359.0,,"SRID=4326;LINESTRING(13.7106901040113 48.5193051606747,13.4428541936116 48.4345463643775)",237,2.0,220000.0,,,3.0
642,418,417,Al/St 240/40 2-bundle 220.0,495.366530965,24.482,1.0,,,24482.0,,,3948360.0,,"SRID=4326;LINESTRING(13.7106901040113 48.5193051606747,13.4428541936116 48.4345463643775)",238,2.0,220000.0,,,3.0
643,6,299,Al/St 240/40 2-bundle 220.0,247.683265482,14.726,0.5,0.65,,14726.0,0.16,0.64,3952096.0,,"SRID=4326;LINESTRING(9.91814864613865 52.3799963125719,10.0876467999739 52.3151305547947)",,1.0,220000.0,5.75,,3.0
646,264_220kV,403_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,112.46,1.0,,,112460.0,,,3983637.0,,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,8.25885994832776 47.6342116213731)",,2.0,220000.0,,Herbertingen - Tiengen,3.0
647,264,403,Al/St 240/40 4-bundle 380.0,855.633098939,113.534,0.5,,,113534.0,,,3983638.0,,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,8.25885994832776 47.6342116213731)",,2.0,380000.0,,Herbertingen - Tiengen,3.0
648,24_220kV,272_220kV,Al/St 240/40 2-bundle 220.0,247.683265482,63.31,0.5,0.65,,63310.0,0.16,0.64,3983706.0,,"SRID=4326;LINESTRING(9.72699196993402 54.2914209867842,9.31819523638713 54.7160494089748)",206,1.0,220000.0,5.75,,3.0
649,224,229,Al/St 240/40 2-bundle 220.0,990.733061929,12.509,2.0,,,12509.0,,,3989160.0,,"SRID=4326;LINESTRING(8.3523338799966 49.4212743386606,8.50180851652818 49.4449115114399)",,2.0,220000.0,,,6.0
650,421_220kV,56_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,37.257,1.0,,,37257.0,,,3989162.0,,"SRID=4326;LINESTRING(9.09183529743294 49.2946188662059,8.62320967451897 49.3565822492832)",,2.0,220000.0,,,3.0
651,421,309,Al/St 240/40 4-bundle 380.0,855.633098939,45.271,0.5,,,45271.0,,,3989163.0,,"SRID=4326;LINESTRING(9.09183529743294 49.2946188662059,9.44691867105201 49.5902629324336)",,2.0,380000.0,,,3.0
652,422,56_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,3.193,2.0,2.6,,3193.0,0.04,0.16,4013370.0,,"SRID=4326;LINESTRING(8.66378315807233 49.3600873718872,8.62320967451897 49.3565822492832)",,2.0,220000.0,23.0,HD-Neurott - HD-Süd,6.0
653,286,303_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,46.045,2.0,2.6,,46045.0,0.04,0.16,4013372.0,,"SRID=4326;LINESTRING(9.56710201161841 51.3252573276817,9.38765125748855 51.640733525594)",,2.0,220000.0,23.0,Würgassen - Sandershausen,6.0
654,231_220kV,423,Al/St 240/40 2-bundle 220.0,495.366530965,4.032,1.0,,,4032.0,,,4013373.0,,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)",,2.0,220000.0,,Leitung 1 von Säckingen nach Kühlmoos,3.0
655,424,52_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,2.842,2.0,,,2842.0,,,4013374.0,,"SRID=4326;LINESTRING(8.34912612288763 49.0130521177978,8.3133401659254 49.0090434643525)",,2.0,220000.0,,,6.0
656,220,157,Al/St 240/40 4-bundle 380.0,1711.26619788,26.567,1.0,2.6,,26567.0,0.025,0.25,4430965.0,,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.364229530696 51.9271204904611)",4375,4.0,380000.0,13.7,,3.0
657,297,425,Al/St 240/40 2-bundle 220.0,990.733061929,3.637,2.0,,,3637.0,,,4441425.0,,"SRID=4326;LINESTRING(10.3692300485918 52.1670924338554,10.4203895577612 52.1652004276784)",,2.0,220000.0,,,6.0
658,297,426,Al/St 240/40 2-bundle 220.0,990.733061929,2.421,2.0,,,2421.0,,,4441426.0,,"SRID=4326;LINESTRING(10.3692300485918 52.1670924338554,10.3884721771883 52.1513649329361)",,2.0,220000.0,,,6.0
659,279_220kV,344,Al/St 240/40 2-bundle 220.0,495.366530965,18.21,1.0,1.3,50.0,18210.0,0.08,0.32,4713421.0,50hertz,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.0025898987886 50.8659127196838)",225,2.0,220000.0,11.5,,3.0
660,201_220kV,62,Al/St 240/40 2-bundle 220.0,247.683265482,38.821,0.5,0.65,50.0,38821.0,0.16,0.64,4741567.0,,"SRID=4326;LINESTRING(9.25103425143703 53.1144323051271,8.82002487241632 53.1073882918815)",2144,1.0,220000.0,5.75,,3.0
661,279_220kV,323,Al/St 240/40 2-bundle 220.0,495.366530965,30.264,1.0,,50.0,30264.0,,,4815174.0,50Hertz,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.4772465232803 50.7531200813148)",211,2.0,220000.0,,Röhrsdorf - Crossen,3.0
662,52,53,Al/St 240/40 4-bundle 380.0,1711.26619788,120.885,1.0,2.6,50.0,120885.0,0.025,0.25,4819879.0,,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,7.75349546540486 48.0993557006259)",7510,4.0,380000.0,13.7,Eichstetten - Daxlanden,3.0
663,256,371,Al/St 240/40 2-bundle 220.0,495.366530965,0.484,1.0,1.3,50.0,484.0,0.08,0.32,4819954.0,amprion,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.74970009407096 49.3651763747607)",2460,2.0,220000.0,11.5,Diefflen - Obergraben,3.0
664,256,372,Al/St 240/40 2-bundle 220.0,495.366530965,1.11,1.0,1.3,50.0,1110.0,0.08,0.32,4819990.0,amprion,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.76601564520935 49.3600771523749)",2451,2.0,220000.0,11.5,Diefflen - Saarwellingen,3.0
665,52,427,Al/St 240/40 4-bundle 380.0,1711.26619788,0.802,1.0,2.6,50.0,802.0,0.025,0.25,4858100.0,,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.30626265141083 49.0128258362562)",7564,4.0,380000.0,13.7,,3.0
666,279,65,Al/St 240/40 4-bundle 380.0,1283.44964841,81.703,0.75,1.95,50.0,81703.0,0.033333,0.333333,5134203.0,,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.3264049984725 50.3463721850552)",446,3.0,380000.0,10.275,,3.0
667,60,160,Al/St 240/40 4-bundle 380.0,427.81654947,0.207,0.25,0.65,50.0,207.0,0.1,1.0,5152505.0,,"SRID=4326;LINESTRING(8.47470704898602 53.4286511943138,8.47791063608626 53.428485468955)",,1.0,380000.0,3.425,,3.0
668,60,160,Al/St 240/40 4-bundle 380.0,427.81654947,0.177,0.25,0.65,50.0,177.0,0.1,1.0,5152506.0,,"SRID=4326;LINESTRING(8.47470704898602 53.4286511943138,8.47791063608626 53.428485468955)",,1.0,380000.0,3.425,,3.0
669,159_220kV,161,Al/St 240/40 2-bundle 220.0,495.366530965,0.143,1.0,,50.0,143.0,,,5152510.0,,"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,8.05283751634017 53.3338809598955)",,2.0,220000.0,,,3.0
670,159_220kV,161,Al/St 240/40 2-bundle 220.0,495.366530965,0.113,1.0,,50.0,113.0,,,5152511.0,,"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,8.05283751634017 53.3338809598955)",,2.0,220000.0,,,3.0
671,269,284,Al/St 240/40 4-bundle 380.0,1711.26619788,37.921,1.0,2.6,,37921.0,0.025,0.25,5152665.0,,"SRID=4326;LINESTRING(8.284861778672 50.7590735194915,8.65659923594081 50.6055491256016)",3015/3005,4.0,380000.0,13.7,Gießen-Nord - Dillenburg,3.0
672,16,49,Al/St 240/40 4-bundle 380.0,1711.26619788,26.178,1.0,2.6,50.0,26178.0,0.025,0.25,5207092.0,,"SRID=4326;LINESTRING(10.7610403785613 52.3677293804096,10.99933301239 52.2001419745622)",3024,4.0,380000.0,13.7,,3.0
673,24_220kV,272_220kV,Al/St 240/40 2-bundle 220.0,247.683265482,63.307,0.5,0.65,50.0,63307.0,0.16,0.64,5207200.0,TenneT,"SRID=4326;LINESTRING(9.72699196993402 54.2914209867842,9.31819523638713 54.7160494089748)",206,1.0,220000.0,5.75,,3.0
674,13_220kV,14,Al/St 240/40 2-bundle 220.0,495.366530965,39.297,1.0,1.3,50.0,39297.0,0.08,0.32,5247406.0,TenneT TSO GmbH,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.8132328973194 48.2212664654998)",264,2.0,220000.0,11.5,Oba-Nfi II,3.0
675,8,21,Al/St 240/40 4-bundle 380.0,855.633098939,28.584,0.5,,50.0,28584.0,,,5247533.0,50Hertz,"SRID=4326;LINESTRING(10.4149923381504 53.4126068830249,10.1575015165126 53.5551316685834)",991;992,2.0,380000.0,,991;992 II,3.0
676,52,367,Al/St 240/40 4-bundle 380.0,1283.44964841,33.164,0.75,1.95,,33164.0,0.033333,0.333333,5247596.0,,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.4413154852023 49.2514026469585)",7520,3.0,380000.0,10.275,Daxladen-Phillippsburg II,3.0
677,13,64,Al/St 240/40 4-bundle 380.0,1711.26619788,17.116,1.0,2.6,,17116.0,0.025,0.25,5247617.0,Stadtwerke München,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.4407746483177 48.1718035473026)",439;440,4.0,380000.0,13.7,Oberbachern - Menzing II,3.0
678,231_220kV,423,Al/St 240/40 2-bundle 220.0,495.366530965,4.03,1.0,,,4030.0,,,5268323.0,,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)",,2.0,220000.0,,Leitung 2 von Säckingen nach Kühlmoos,3.0
679,231_220kV,423,Al/St 240/40 2-bundle 220.0,495.366530965,3.999,1.0,,,3999.0,,,5268327.0,,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)",,2.0,220000.0,,Leitung 3 von Säckingen nach Kühlmoos,3.0
680,231_220kV,423,Al/St 240/40 2-bundle 220.0,495.366530965,4.002,1.0,,,4002.0,,,5268331.0,,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)",,2.0,220000.0,,Leitung 4 von Säckingen nach Kühlmoos,3.0
681,28,27,Al/St 240/40 2-bundle 220.0,495.366530965,23.787,1.0,,50.0,23787.0,,,5379925.0,,"SRID=4326;LINESTRING(9.77654483874895 53.6906352606291,9.52960512906833 53.6189906941937)",,2.0,220000.0,,AKW Stade - UW Kummerfeld,3.0
682,30,201,Al/St 240/40 4-bundle 380.0,855.633098939,52.722,0.5,1.3,50.0,52722.0,0.05,0.5,5497488.0,TenneT,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.25103425143703 53.1144323051271)",3100,2.0,380000.0,6.85,3100 schwarz,3.0
683,30,201,Al/St 240/40 4-bundle 380.0,855.633098939,52.725,0.5,1.3,50.0,52725.0,0.05,0.5,5497490.0,TenneT,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.25103425143703 53.1144323051271)",3100,2.0,380000.0,6.85,3100 grün,3.0
684,313,32,Al/St 240/40 4-bundle 380.0,1283.44964841,104.48,0.75,1.95,50.0,104480.0,0.033333,0.333333,5507286.0,50Hertz Transmission,"SRID=4326;LINESTRING(12.3374229103144 51.1969683571228,11.1228545605428 50.9989090670144)",590,3.0,380000.0,10.275,Pulgar - Vieselbach,3.0
685,428,81,Al/St 240/40 4-bundle 380.0,855.633098939,7.324,0.5,,50.0,7324.0,,,5581798.0,50Hertz,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",,2.0,380000.0,,,3.0
686,428,81,Al/St 240/40 4-bundle 380.0,855.633098939,6.772,0.5,,50.0,6772.0,,,5581799.0,50Hertz,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",,2.0,380000.0,,,3.0
687,428,81,Al/St 240/40 4-bundle 380.0,855.633098939,6.721,0.5,,50.0,6721.0,,,5581800.0,50Hertz,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",,2.0,380000.0,,,3.0
688,428,81,Al/St 240/40 4-bundle 380.0,855.633098939,6.792,0.5,,50.0,6792.0,,,5581801.0,50Hertz,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",,2.0,380000.0,,,3.0
689,428,81,Al/St 240/40 4-bundle 380.0,855.633098939,6.72,0.5,,50.0,6720.0,,,5581802.0,50Hertz,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",,2.0,380000.0,,,3.0
690,428,81,Al/St 240/40 4-bundle 380.0,855.633098939,7.324,0.5,,50.0,7324.0,,,5581803.0,50Hertz,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",,2.0,380000.0,,,3.0
691,119,431,Al/St 240/40 4-bundle 380.0,1711.26619788,20.673,1.0,2.6,50.0,20673.0,0.025,0.25,69607.0,Amprion,"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.2140153990158 50.9438998573728)",,4.0,380000.0,13.7,Kirchberg Süd,3.0
692,429,431,Al/St 240/40 4-bundle 380.0,1711.26619788,3.765,1.0,2.6,50.0,3765.0,0.025,0.25,69607.0,Amprion,"SRID=4326;LINESTRING(6.21619297137216 50.9123617956925,6.2140153990158 50.9438998573728)",,4.0,380000.0,13.7,Kirchberg Süd,3.0
693,430,431,Al/St 240/40 4-bundle 380.0,1711.26619788,34.211,1.0,2.6,50.0,34211.0,0.025,0.25,69607.0,Amprion,"SRID=4326;LINESTRING(5.91852734477995 51.1484263858426,6.2140153990158 50.9438998573728)",,4.0,380000.0,13.7,Kirchberg Süd,3.0
694,432,434,Al/St 240/40 2-bundle 220.0,495.366530965,42.194,1.0,1.3,50.0,42194.0,0.08,0.32,110486.0,,"SRID=4326;LINESTRING(10.9662583424068 47.2695304688802,11.2869438320852 47.4928624569052)",250;251,2.0,220000.0,11.5,Silz (AT) - Krün (DE) - Oberbrunn,3.0
695,433,434,Al/St 240/40 2-bundle 220.0,495.366530965,0.806,1.0,1.3,50.0,806.0,0.08,0.32,110486.0,,"SRID=4326;LINESTRING(11.2777210418419 47.4958726669837,11.2869438320852 47.4928624569052)",250;251,2.0,220000.0,11.5,Silz (AT) - Krün (DE) - Oberbrunn,3.0
696,19,434,Al/St 240/40 2-bundle 220.0,495.366530965,71.413,1.0,1.3,50.0,71413.0,0.08,0.32,110486.0,,"SRID=4326;LINESTRING(11.2939727001158 48.0520427719624,11.2869438320852 47.4928624569052)",250;251,2.0,220000.0,11.5,Silz (AT) - Krün (DE) - Oberbrunn,3.0
697,45,435,Al/St 240/40 2-bundle 220.0,495.366530965,38.755,1.0,1.3,50.0,38755.0,0.08,0.32,241441.0,50Hertz,"SRID=4326;LINESTRING(13.3057532949594 52.2307818451873,13.5053368398164 52.4747788520482)",302,2.0,220000.0,11.5,302 Marzahn - Thyrow,3.0
698,44,435,Al/St 240/40 2-bundle 220.0,495.366530965,0.08,1.0,1.3,50.0,80.0,0.08,0.32,241441.0,50Hertz,"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.5053368398164 52.4747788520482)",302,2.0,220000.0,11.5,302 Marzahn - Thyrow,3.0
699,46_220kV,435,Al/St 240/40 2-bundle 220.0,495.366530965,9.094,1.0,1.3,50.0,9094.0,0.08,0.32,241441.0,50Hertz,"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.5053368398164 52.4747788520482)",302,2.0,220000.0,11.5,302 Marzahn - Thyrow,3.0
700,231,437,Al/St 240/40 4-bundle 380.0,1711.26619788,67.448,1.0,2.6,50.0,67448.0,0.025,0.25,282239.0,EnBW,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,8.53055554991256 47.9148481845625)",7630,4.0,380000.0,13.7,ENGST-KUHMO-VILLI,3.0
701,190,437,Al/St 240/40 4-bundle 380.0,1711.26619788,55.454,1.0,2.6,50.0,55454.0,0.025,0.25,282239.0,EnBW,"SRID=4326;LINESTRING(8.87294280487974 48.3100912582216,8.53055554991256 47.9148481845625)",7630,4.0,380000.0,13.7,ENGST-KUHMO-VILLI,3.0
702,436,437,Al/St 240/40 4-bundle 380.0,1711.26619788,16.231,1.0,2.6,50.0,16231.0,0.025,0.25,282239.0,EnBW,"SRID=4326;LINESTRING(8.46542980021065 48.0435236210637,8.53055554991256 47.9148481845625)",7630,4.0,380000.0,13.7,ENGST-KUHMO-VILLI,3.0
703,288,439,Al/St 240/40 2-bundle 220.0,990.733061929,47.453,2.0,2.6,50.0,47453.0,0.04,0.16,339244.0,EnBW,"SRID=4326;LINESTRING(7.91072928612534 48.5012882982432,8.24975045659741 48.8491773731136)",DAXLA-KUMRA-WEIER,4.0,220000.0,23.0,Daxlanden - Weier,3.0
704,438,439,Al/St 240/40 2-bundle 220.0,990.733061929,0.304,2.0,2.6,50.0,304.0,0.04,0.16,339244.0,EnBW,"SRID=4326;LINESTRING(8.24872901623214 48.8463165189067,8.24975045659741 48.8491773731136)",DAXLA-KUMRA-WEIER,4.0,220000.0,23.0,Daxlanden - Weier,3.0
705,52_220kV,439,Al/St 240/40 2-bundle 220.0,990.733061929,19.936,2.0,2.6,50.0,19936.0,0.04,0.16,339244.0,EnBW,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.24975045659741 48.8491773731136)",DAXLA-KUMRA-WEIER,4.0,220000.0,23.0,Daxlanden - Weier,3.0
706,23,440,Al/St 240/40 2-bundle 220.0,247.683265482,39.532,0.5,0.65,50.0,39532.0,0.16,0.64,908964.0,TenneT,"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,9.45967747872262 53.8646574512707)",202,1.0,220000.0,5.75,202,3.0
707,402,440,Al/St 240/40 2-bundle 220.0,247.683265482,12.335,0.5,0.65,50.0,12335.0,0.16,0.64,908964.0,TenneT,"SRID=4326;LINESTRING(9.44963652666114 53.967286497351,9.45967747872262 53.8646574512707)",202,1.0,220000.0,5.75,202,3.0
708,26_220kV,440,Al/St 240/40 2-bundle 220.0,247.683265482,9.587,0.5,0.65,50.0,9587.0,0.16,0.64,908964.0,TenneT,"SRID=4326;LINESTRING(9.34400177215961 53.8517774635399,9.45967747872262 53.8646574512707)",202,1.0,220000.0,5.75,202,3.0
709,32,442,Al/St 240/40 4-bundle 380.0,1711.26619788,25.884,1.0,2.6,50.0,25884.0,0.025,0.25,918569.0,50Hertz,"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,11.4299065773025 50.9114464610955)",415,4.0,380000.0,13.7,415,3.0
710,441,442,Al/St 240/40 4-bundle 380.0,1711.26619788,3.832,1.0,2.6,50.0,3832.0,0.025,0.25,918569.0,50Hertz,"SRID=4326;LINESTRING(11.4703941249156 50.9303902294723,11.4299065773025 50.9114464610955)",415,4.0,380000.0,13.7,415,3.0
711,78,442,Al/St 240/40 4-bundle 380.0,1711.26619788,51.85,1.0,2.6,50.0,51850.0,0.025,0.25,918569.0,50Hertz,"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,11.4299065773025 50.9114464610955)",415,4.0,380000.0,13.7,415,3.0
712,86,444,Al/St 240/40 4-bundle 380.0,1711.26619788,84.868,1.0,2.6,50.0,84868.0,0.025,0.25,962119.0,Amprion;TenneT,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.25501773539194 53.0267136928067)",305,4.0,380000.0,13.7,Emsland West,3.0
713,443,444,Al/St 240/40 4-bundle 380.0,1711.26619788,0.06,1.0,2.6,50.0,60.0,0.025,0.25,962119.0,Amprion;TenneT,"SRID=4326;LINESTRING(7.25465688214231 53.0266716315927,7.25501773539194 53.0267136928067)",305,4.0,380000.0,13.7,Emsland West,3.0
714,221,444,Al/St 240/40 4-bundle 380.0,1711.26619788,13.17,1.0,2.6,50.0,13170.0,0.025,0.25,962119.0,Amprion;TenneT,"SRID=4326;LINESTRING(7.31136229105814 53.1257665563186,7.25501773539194 53.0267136928067)",305,4.0,380000.0,13.7,Emsland West,3.0
715,207,445,Al/St 240/40 2-bundle 220.0,247.683265482,42.126,0.5,0.65,50.0,42126.0,0.16,0.64,962174.0,Amprion,"SRID=4326;LINESTRING(7.60711612154456 51.8986046029193,7.37185639416872 52.1977066547834)",,1.0,220000.0,5.75,Amelsbüren,3.0
716,95_220kV,445,Al/St 240/40 2-bundle 220.0,247.683265482,41.204,0.5,0.65,50.0,41204.0,0.16,0.64,962174.0,Amprion,"SRID=4326;LINESTRING(7.88957671235007 52.2773967624078,7.37185639416872 52.1977066547834)",,1.0,220000.0,5.75,Amelsbüren,3.0
717,86_220kV,445,Al/St 240/40 2-bundle 220.0,247.683265482,35.337,0.5,0.65,50.0,35337.0,0.16,0.64,962174.0,Amprion,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.37185639416872 52.1977066547834)",,1.0,220000.0,5.75,Amelsbüren,3.0
718,181,447,Al/St 240/40 2-bundle 220.0,495.366530965,61.718,1.0,1.3,50.0,61718.0,0.08,0.32,1021993.0,50Hertz Transmission,"SRID=4326;LINESTRING(14.0336963684666 53.5078685980791,13.3984708281663 53.7933318754816)",316,2.0,220000.0,11.5,316,3.0
719,446,447,Al/St 240/40 2-bundle 220.0,495.366530965,0.2,1.0,1.3,50.0,200.0,0.08,0.32,1021993.0,50Hertz Transmission,"SRID=4326;LINESTRING(13.399828840425 53.7944477778114,13.3984708281663 53.7933318754816)",316,2.0,220000.0,11.5,316,3.0
720,42_220kV,447,Al/St 240/40 2-bundle 220.0,495.366530965,89.481,1.0,1.3,50.0,89481.0,0.08,0.32,1021993.0,50Hertz Transmission,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,13.3984708281663 53.7933318754816)",316,2.0,220000.0,11.5,316,3.0
721,135,448,Al/St 240/40 4-bundle 380.0,1711.26619788,28.631,1.0,2.6,50.0,28631.0,0.025,0.25,1082812.0,Amprion,"SRID=4326;LINESTRING(7.7186272145384 51.5342075115271,7.42474524551043 51.4592583943398)",,4.0,380000.0,13.7,Schwerterheide Nord,3.0
722,109,448,Al/St 240/40 4-bundle 380.0,1711.26619788,8.884,1.0,2.6,50.0,8884.0,0.025,0.25,1082812.0,Amprion,"SRID=4326;LINESTRING(7.31318284290137 51.4466113896128,7.42474524551043 51.4592583943398)",,4.0,380000.0,13.7,Schwerterheide Nord,3.0
723,112,448,Al/St 240/40 4-bundle 380.0,1711.26619788,15.771,1.0,2.6,50.0,15771.0,0.025,0.25,1082812.0,Amprion,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.42474524551043 51.4592583943398)",,4.0,380000.0,13.7,Schwerterheide Nord,3.0
724,113,449,Al/St 240/40 4-bundle 380.0,1711.26619788,11.486,1.0,2.6,50.0,11486.0,0.025,0.25,1082813.0,Amprion,"SRID=4326;LINESTRING(7.12323882950453 51.5256121803004,7.12336046768833 51.4473443869048)",,4.0,380000.0,13.7,Oerkhaus West,3.0
725,132,449,Al/St 240/40 4-bundle 380.0,1711.26619788,39.21,1.0,2.6,50.0,39210.0,0.025,0.25,1082813.0,Amprion,"SRID=4326;LINESTRING(7.00877914033175 51.1742549180397,7.12336046768833 51.4473443869048)",,4.0,380000.0,13.7,Oerkhaus West,3.0
726,107,449,Al/St 240/40 4-bundle 380.0,1711.26619788,0.129,1.0,2.6,50.0,129.0,0.025,0.25,1082813.0,Amprion,"SRID=4326;LINESTRING(7.1255729106725 51.4489772588145,7.12336046768833 51.4473443869048)",,4.0,380000.0,13.7,Oerkhaus West,3.0
727,450,451,Al/St 240/40 4-bundle 380.0,1711.26619788,0.455,1.0,2.6,50.0,455.0,0.025,0.25,1082817.0,Amprion,"SRID=4326;LINESTRING(7.41670791195847 51.4570521583476,7.41658261384975 51.4607823586596)",,4.0,380000.0,13.7,Witten West,3.0
728,112,451,Al/St 240/40 4-bundle 380.0,1711.26619788,16.266,1.0,2.6,50.0,16266.0,0.025,0.25,1082817.0,Amprion,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.41658261384975 51.4607823586596)",,4.0,380000.0,13.7,Witten West,3.0
729,109,451,Al/St 240/40 4-bundle 380.0,1711.26619788,8.291,1.0,2.6,50.0,8291.0,0.025,0.25,1082817.0,Amprion,"SRID=4326;LINESTRING(7.31318284290137 51.4466113896128,7.41658261384975 51.4607823586596)",,4.0,380000.0,13.7,Witten West,3.0
730,119,453,Al/St 240/40 4-bundle 380.0,1711.26619788,60.217,1.0,2.6,50.0,60217.0,0.025,0.25,1082945.0,Amprion,"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.53303653131644 50.3922427776709)",,4.0,380000.0,13.7,Selhausen West,3.0
731,100,453,Al/St 240/40 4-bundle 380.0,1711.26619788,58.563,1.0,2.6,50.0,58563.0,0.025,0.25,1082945.0,Amprion,"SRID=4326;LINESTRING(6.47473977006816 49.9224692993999,6.53303653131644 50.3922427776709)",,4.0,380000.0,13.7,Selhausen West,3.0
732,452,453,Al/St 240/40 4-bundle 380.0,1711.26619788,0.344,1.0,2.6,50.0,344.0,0.025,0.25,1082945.0,Amprion,"SRID=4326;LINESTRING(6.53175001008574 50.39005126464,6.53303653131644 50.3922427776709)",,4.0,380000.0,13.7,Selhausen West,3.0
733,124,454,Al/St 240/40 4-bundle 380.0,1711.26619788,0.376,1.0,2.6,50.0,376.0,0.025,0.25,1082950.0,Amprion,"SRID=4326;LINESTRING(6.61240231530956 51.0359242594819,6.60879226770999 51.0346787720857)",,4.0,380000.0,13.7,Neurath 2b,3.0
734,125,454,Al/St 240/40 4-bundle 380.0,1711.26619788,35.531,1.0,2.6,50.0,35531.0,0.025,0.25,1082950.0,Amprion,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.60879226770999 51.0346787720857)",,4.0,380000.0,13.7,Neurath 2b,3.0
735,131,454,Al/St 240/40 4-bundle 380.0,1711.26619788,0.226,1.0,2.6,50.0,226.0,0.025,0.25,1082950.0,Amprion,"SRID=4326;LINESTRING(6.80109333956604 51.1225390518584,6.60879226770999 51.0346787720857)",,4.0,380000.0,13.7,Neurath 2b,3.0
